time_cali_s,Ecell_V,I_mA,QDischarge_cali_mA_h,SOC
814.9640849996358,3.5565064,-4505.9043,1180.2256427026377,0.3161883525360835
824.9640860501677,3.5510719,-4511.2217,1192.750235649688,0.3092148878070066
834.964087090455,3.545598,-4519.6904,1205.2943863728879,0.30223053366517705
844.964088129811,3.5400062,-4526.3867,1217.858016161028,0.29523533393555956
854.9640891803429,3.534493,-4532.4917,1230.4412230330377,0.28822923404300343
864.9600902199745,3.5289402,-4540.5669,1243.0393143343076,0.2812148467719354
864.9620902203023,3.4621119,-10452.883,1243.0451214914278,0.2812116134528547
874.9620912596583,3.1650672,-17069.479,1289.6472895936377,0.2552643769292268
884.9620922999457,3.084692,-17511.621,1337.6948467019279,0.22851237419113518
894.9620933495462,3.0215263,-17878.729,1386.864841771378,0.20113541848524516
904.9620943898335,2.972301,-18176.117,1436.9548600168177,0.17324621066906137
914.9620954301208,2.9344566,-18409.104,1487.7789814740677,0.14494826758485707
924.9620964797214,2.9062998,-18586.355,1539.171608101668,0.11633379119929146
934.9620975200087,2.8859007,-18719.49,1590.9938068440779,0.08748013690160655
944.962098560296,2.8705819,-18819.934,1643.136020748158,0.058448304003458414
954.9620996098965,2.8587284,-18895.758,1695.5207800873477,0.029281426234464086
964.9621006501839,2.8476627,-18968.037,1748.111272581928,0.0
