time_cali_s,Ecell_V,I_mA,QDischarge_cali_mA_h,SOC
334.9560349389794,3.8953731,-4118.1177,564.4619168726948,0.6603367264470611
344.9560359820025,3.8910806,-4123.4355,575.9091105939398,0.6534484117953048
354.9560370249674,3.8867488,-4127.9648,587.3690579029678,0.6465524227101693
364.95603806799045,3.8823776,-4132.2979,598.8419568821888,0.6396486399961564
374.9560391110135,3.8778489,-4138.0093,610.3282354132758,0.6327368061767461
384.9560401539784,3.8731234,-4143.1299,621.8277960271538,0.6258169799036634
394.95604119700147,3.8685553,-4146.478,633.3407899580898,0.6188890701721398
404.95604223996634,3.863869,-4152.5835,644.8676387197538,0.6119528233375824
414.9560432829894,3.8591039,-4158.689,656.4085524209258,0.60500811296766
424.9560443260125,3.8544965,-4161.4463,667.9634266228568,0.5980550019080783
434.95604536897736,3.849889,-4166.7637,679.5321920140248,0.5910935318668384
444.95604641200043,3.8452027,-4172.6719,691.1148674217397,0.584123691514663
454.95604745601304,3.8406739,-4177.2012,702.7113194950358,0.5771455610950976
464.9560484989779,3.8361847,-4182.7158,714.3214884107798,0.5701591766065343
474.956049542001,3.831774,-4186.064,725.9453050869408,0.5631645796188786
484.95605058502406,3.8274817,-4192.7603,737.5825139858667,0.55616192390115
494.9560516279889,3.8230317,-4196.6992,749.2329211768938,0.5491513261505467
504.956052671012,3.8189361,-4201.0322,760.8962386866588,0.5421329596541804
514.9560537139769,3.8145649,-4206.3496,772.5722250763617,0.535106969697128
524.956054757,3.8107057,-4209.8945,784.2608988662378,0.5280733451348936
534.956055800023,3.8066101,-4214.4243,795.9619294150118,0.5210322849298773
544.9560568429879,3.8026721,-4218.3633,807.6750502589248,0.5139839494258508
554.956057886011,3.7988522,-4222.6958,819.3999360556368,0.5069285343965961
564.9560589289758,3.7951899,-4227.8169,831.1363933812117,0.4998661562343892
574.9560599729884,3.7914488,-4231.3618,842.8844778044978,0.49279678150084166
584.9560610160115,3.7877865,-4234.9067,854.6439202092828,0.48572057213583086
594.9560620589764,3.7841241,-4240.0273,866.4142962580028,0.4786377834832192
604.9560631019995,3.7807767,-4242.3906,878.1958428427467,0.47154827299389934
614.9560641450225,3.7773507,-4247.5112,889.9881308866378,0.46445229886360107
624.9560651879874,3.773767,-4250.0713,901.7911172399907,0.45734988705751867
634.9560662310105,3.7703803,-4256.9648,913.6049196051708,0.4502409667486052
644.9560672739753,3.7670724,-4258.7373,925.4290716882327,0.4431258185278504
654.9560683169984,3.7637644,-4261.6914,937.2635632469348,0.4360044485584925
664.9560693600215,3.7603383,-4266.2212,949.1084870170088,0.4288768010370819
674.9560704029864,3.7569518,-4269.9629,960.9639055307348,0.42174283833500564
684.9560714460094,3.7536831,-4273.7051,972.8298958812118,0.4146025140617215
694.956072490022,3.7503753,-4279.2197,984.7061588822418,0.4074560082516311
704.9560735329869,3.7470279,-4280.7949,996.5931367427518,0.40030305480683254
714.95607457601,3.7437594,-4285.522,1008.4906283804019,0.39314377472802364
724.9560756189749,3.7403727,-4287.8853,1020.3987934246118,0.38597807195867767
734.9560766619979,3.7369466,-4292.021,1032.3173608551717,0.37880610958439676
744.956077705021,3.7336781,-4295.5659,1044.2467271019118,0.37162764905471407
754.9560787479859,3.7302125,-4300.8838,1056.1867593032518,0.3644427703186889
764.956079791009,3.7268653,-4303.8379,1068.1378296898017,0.35725124938766273
774.9560808339738,3.7233999,-4309.5493,1080.1000397212717,0.35005302520855786
784.9560818769969,3.7199738,-4314.0791,1092.0733188670517,0.3428481402229584
794.95608292002,3.7163508,-4317.0332,1104.0581613461618,0.33563629703604425
804.9560839629848,3.7128851,-4319.7905,1116.0543008893517,0.32841765587454197
814.9560850060079,3.709341,-4326.8804,1128.0619304697018,0.3211921006174764
824.9560860500205,3.705718,-4328.8501,1140.0813344104017,0.3139594601742169
834.9560870929854,3.701977,-4332.7891,1152.112418766142,0.30671979107607306
844.9560881360085,3.6983147,-4337.7124,1164.1554664099117,0.299472923105068
854.9560891789733,3.6946127,-4341.6514,1176.2105500785317,0.292218812492037
864.9520902209915,3.6907535,-4347.7568,1188.2731155025217,0.2849601997550452
864.9540902220178,3.6305017,-10094.638,1188.2787236345719,0.28495682507832437
874.9540912649827,3.4622302,-15608.532,1231.2466515740318,0.2591010027005051
884.9540923080058,3.420881,-15797.404,1274.8766520069719,0.23284678017602817
894.9540933509707,3.3857932,-15960.868,1318.9882175527619,0.20630277728237106
904.9540943939937,3.3535016,-16114.486,1363.5393062555618,0.1794942926409648
914.9540954370168,3.3243601,-16255.697,1408.4992977030417,0.15243975199352663
924.9540964799817,3.297936,-16384.697,1453.8360729873318,0.12515848279699202
934.9540975230047,3.2737958,-16507.0,1499.5206783757817,0.09766790787355602
944.9540985659696,3.2516642,-16618.67,1545.5283818490918,0.0699829096420068
954.9540996089927,3.2309897,-16724.428,1591.8391907010919,0.04211551865360392
964.9541006520158,3.2118115,-16825.266,1638.4360542405918,0.014075995110874432
969.9521011739853,3.2026753,-16872.336,1661.8279361448817,0.0
