time_cali_s,Ecell_V,I_mA,QDischarge_cali_mA_h,SOC
0.0,3.8036361,-14206.716,0.0,1.0
1.000000050305971,3.7857175,-14273.898,3.95575835069445,0.9977138844369033
2.00000010059739,3.7726035,-14319.015,7.92755605088975,0.9954184993979526
3.000000150903361,3.7618525,-14366.496,11.91175464952255,0.9931159476201868
4.00000020119478,3.7529917,-14399.397,15.90626706380205,0.9908074352724435
5.000000251500751,3.7452335,-14424.024,19.909669863281252,0.9884937849849763
6.00000030179217,3.7384205,-14452.396,23.92081279405385,0.9861756615135984
7.000000352098141,3.7325132,-14476.432,27.938743398437552,0.9838536153035431
8.000000402404112,3.7273149,-14494.163,31.96269406087245,0.9815280899759126
9.00000045269553,3.7225103,-14515.244,35.99202667046445,0.9791994543083511
10.000000503001502,3.7183359,-14531.202,40.02616233452695,0.9768680428550609
11.00000055329292,3.7145553,-14544.797,44.06460489420575,0.974534142356631
12.000000603497028,3.7111292,-14561.346,48.10688883951825,0.9721980218410257
13.000000653803,3.708215,-14568.833,52.15270649793835,0.9698598591186384
14.000000704094418,3.7054975,-14583.806,56.20164084743925,0.967519895195229
15.00000075440039,3.7030165,-14589.125,60.25346851399735,0.9651782591633216
16.00000080469181,3.7005749,-14598.582,64.30789723198785,0.9628351199293395
17.00000085499778,3.6985664,-14610.6,68.36470556315105,0.9604906054670885
18.00000090530375,3.6965973,-14615.723,72.42369532226564,0.9581448303119573
19.00000095559517,3.6948645,-14620.451,76.48475158148875,0.9557978608831519
20.00000100590114,3.6930923,-14627.74,80.54771177354606,0.9534497911317036
21.00000105619256,3.6916747,-14634.438,84.61242814127606,0.9511007064495692
22.00000110649853,3.6900995,-14642.122,88.67881686848955,0.9487506552758791
23.000001156702638,3.6887212,-14646.063,92.74678281521265,0.946399692594016
24.000001206994057,3.6873429,-14652.171,96.81632513454835,0.9440478188934193
25.000001257300028,3.6860433,-14659.854,100.88733302734335,0.9416950982072392
26.000001307606,3.684783,-14658.868,104.95976163031635,0.9393415564629053
27.000001357897418,3.6836016,-14667.538,109.03356135145435,0.93698722232068
28.00000140820339,3.6823807,-14672.069,113.10865548556835,0.9346321401100979
29.000001458494808,3.6811993,-14679.556,117.18503393391934,0.9322763156674315
30.00000150880078,3.6801753,-14681.92,121.26262076226135,0.9299197928766715
31.000001559092198,3.679112,-14685.663,125.34154401584235,0.9275624977377882
32.00000160939817,3.6778519,-14690.982,129.42161696289034,0.9252045381669821
33.00000165970414,3.6769066,-14694.332,133.50285352105035,0.9228459061209545
34.00000170999556,3.6757252,-14701.228,137.58526605414534,0.9204865944543934
35.000001760199666,3.6747801,-14705.167,141.66894070312534,0.9181265533846407
36.00000181050564,3.673835,-14705.76,145.75370879014736,0.9157658803941526
37.000001860797056,3.6728504,-14714.821,149.83927172309035,0.913404748045567
38.00000191110303,3.671787,-14716.397,153.92603033637135,0.9110429246882831
39.000001961394446,3.6708026,-14722.111,158.01391445583735,0.9086804508774128
40.00000201170042,3.6696999,-14719.354,162.10300607693134,0.9063172792260731
41.000002061991836,3.6685579,-14727.233,166.19329403374536,0.9039534161872759
42.00000211229781,3.6675732,-14738.07,170.28467772732236,0.9015889198992646
43.00000216260378,3.6664705,-14741.024,174.37727657986136,0.8992237213454504
44.0000022128952,3.6654861,-14747.723,178.47105709038635,0.8968578398867485
45.00000226320117,3.6643834,-14741.223,182.56595305935335,0.8944913137812611
